Agriculture_value_added_GDP_percentage,Primary School age Children_out_of_school,GPD_Per_Capita_Percentage,Human_Development_Index,Trade_GDP,NumberOfConflicts
0.30942038,0.562862445,-0.491604732,0.63185154,1.208071778,-0.229112204
0.341747787,0.562862445,-0.784920255,0.66444722,0.886381689,-0.233375876
0.113882428,0.562862445,4.03E-05,0.6766706,1.185592228,-0.230533428
-0.073363781,0.511503528,-0.016454814,0.69296844,1.326581234,-0.218453027
0.008632996,0.562862445,0.127377025,0.73371304,1.618545089,-0.185764881
0.00680794,0.460144611,0.16765946,0.766308721,1.394916646,-0.199266506
0.258031354,0.357426777,0.104210967,0.782606561,1.038400579,-0.202108954
0.450202668,0.357426777,-0.454733435,0.782606561,1.131818274,-0.212768132
0.431260699,0.511503528,-0.36278362,-1.307591426,0.94586304,-0.22342731
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.199266506
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.209925684
-0.169401341,0.716939196,-0.650774073,0.74186196,-0.0932538,-0.233375876
-0.083628444,0.716939196,0.575146409,0.770383181,-0.100671237,-0.23124404
-0.222886888,0.511503528,-0.270717699,0.807053321,-0.033561645,-0.229112204
-0.348048063,0.254708943,-0.153326674,0.851872381,0.075343968,-0.226980369
-0.266049062,0.049273276,0.595698058,0.892616981,0.080734963,-0.234086487
-0.265858499,-0.156162392,0.015763028,0.937436041,0.104221823,-0.232665264
-0.228233618,-0.258880226,0.409595378,0.978180641,0.057791487,-0.231954652
-0.277873947,-0.258880226,0.249869479,1.010776321,0.126579977,-0.235507711
-0.359018587,-0.310239143,0.042839811,1.035223081,0.259542835,-0.227690981
-0.248666459,-0.36159806,0.63732906,1.059669842,0.334910558,-0.230533428
-0.408124901,-0.464315894,0.078176675,1.092265522,0.482026917,-0.228401593
-0.347596561,-0.464315894,0.406144988,1.120786742,0.633241788,-0.231954652
-0.271332346,-0.464315894,0.166367207,1.149307962,0.259548063,-0.236218323
-0.2843829,-0.618392644,0.097310621,1.185978102,0.413853985,-0.229822816
-0.295146968,-0.618392644,0.284056342,1.230797162,0.585976489,-0.096938399
-0.34338358,-0.618392644,-0.033225724,1.275616222,0.621711695,-0.177948151
-0.27055498,-0.669751561,0.173145869,1.300062982,0.514295481,-0.161604078
-0.364475227,-0.618392644,-0.08271025,1.320435282,0.551158615,-0.13957511
-0.29331291,-0.721110478,0.182615269,1.328584202,0.454781533,-0.1509449
-0.328720144,-0.721110478,-0.269891868,-1.307591426,0.52272018,-0.160893466
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.108308189
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.138153887
0.8041254,2.719936956,0.848398916,-0.219710603,-0.199864231,-0.231954652
0.576690991,1.6413997,1.013965771,-0.166742622,-0.304083386,-0.239771382
0.433781032,1.48732295,0.46200207,-0.121923562,-0.12406252,-0.237639547
0.186260793,1.281887282,-0.394173678,-0.093402342,-0.067031407,-0.232665264
0.099195467,1.076451614,1.090153675,-0.040434362,-0.003450577,-0.230533428
0.35788522,1.333246199,0.54422067,-0.011913142,0.522620127,-0.23906077
0.359450916,0.408785694,0.225170437,0.045129298,0.440409805,-0.220584862
0.326720473,0.665580279,0.402043103,0.081799438,0.45505205,-0.217742415
0.332888823,0.408785694,0.528321789,0.130692958,0.437425678,-0.226269757
0.391409474,0.203350026,0.684984421,0.159214179,0.328712972,-0.235507711
0.39139732,-0.053444558,0.35662974,0.208107699,0.319194587,-0.232665264
0.523564229,-0.207521309,0.282884758,0.248852299,0.272080691,-0.226269757
0.578786913,-0.310239143,0.211890475,0.281447979,0.329659196,-0.207083237
0.548504966,-0.36159806,0.257648773,0.309969199,0.466125403,-0.222716698
0.495327126,-0.258880226,0.316354033,0.322192579,0.689253433,-0.229822816
0.445004929,-0.258880226,0.328028018,0.342564879,1.162645683,-0.214899967
0.385442351,-0.310239143,0.321252927,0.358862719,1.237270773,-0.172973868
0.301594516,-0.36159806,0.363489607,0.379235019,1.316114695,-0.137443275
0.309585737,-0.464315894,0.249218841,0.395532859,1.023251326,-0.209925684
0.286136501,-0.104803475,-0.12275537,-1.307591426,1.185378356,-0.1509449
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.169420808
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.172973868
0.953252551,-0.464315894,0.991679417,0.835574541,-1.165975773,-0.12394165
0.712668128,-0.515674811,0.418100909,0.864095761,-1.165442026,0.072897835
0.607421167,-0.926546146,0.650297978,0.892616981,-0.698596304,0.204361028
0.549083435,-0.926546146,0.79493491,0.921138201,-0.357764381,0.215020206
0.454989316,-0.772469395,0.731678989,0.941510501,-0.280363365,0.219994489
0.396571695,-0.772469395,0.593362058,0.957808341,-0.173013193,0.506371067
0.324349711,-0.823828312,0.438542051,-1.307591426,-0.212540454,0.319480149
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.321611985
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.301714853
-0.555727278,-0.258880226,-0.093409389,1.031148621,0.809000422,-0.234797099
-0.550564584,-0.310239143,-0.199799417,1.006701861,0.792733571,-0.237639547
-0.533786605,-0.36159806,-0.146784682,0.970031721,0.772348495,-0.208504461
-0.428854524,-0.412956977,-0.074203345,0.957808341,0.628093207,-0.18931794
-0.501141595,-0.464315894,-0.335396257,0.957808341,0.700051662,-0.226269757
-0.477567025,-0.515674811,0.208320007,0.949659421,0.810084432,-0.235507711
-0.477635825,-0.515674811,0.165776116,0.970031721,0.847584809,-0.23124404
-0.543776719,-0.36159806,1.291843763,0.994478481,0.553662448,-0.23906077
-0.456294416,-0.36159806,-0.056821189,1.014850781,0.529899115,-0.239771382
-0.503657171,-0.207521309,0.570067323,1.047446461,0.661764149,-0.231954652
-0.572393336,-0.36159806,0.504304156,1.092265522,1.06731745,-0.227690981
-0.627106292,-0.310239143,-0.058239998,1.128935662,1.381030354,-0.226269757
-0.58707449,-0.310239143,-0.408818312,1.153382422,1.470893371,-0.234086487
-0.56963861,-0.310239143,0.350089749,1.185978102,1.111796851,-0.231954652
-0.59005571,-0.104803475,0.182261305,1.214499322,0.997899636,-0.229112204
-0.602232134,-0.36159806,0.14610949,1.238946082,1.009800564,-0.160893466
-0.702359725,-0.515674811,0.201784378,1.267467302,0.918643982,-0.180079986
-0.682564339,-0.36159806,0.298560694,1.287839602,0.979834984,-0.195002835
-0.72305596,-0.412956977,0.256259383,1.300062982,1.12234383,-0.187896717
-0.70324184,-0.156162392,-0.406396074,-1.307591426,1.106824093,-0.207793849
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.221295474
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.225559145
0.935328452,-0.772469395,0.272536079,0.847797921,-0.201951387,0.141116573
1.033063922,-0.875187229,0.069321337,0.884468061,-0.289424026,0.000415425
0.933171214,-0.977905063,0.249505315,0.912989281,-0.250914484,0.140405961
0.853416653,-0.875187229,0.154697414,0.937436041,-0.156473278,0.248418963
0.78515582,-0.669751561,0.412839921,0.953733881,-0.069999297,-0.063539642
0.738166067,-0.823828312,0.048430885,0.965957261,-0.052320826,0.301004241
0.739347324,-0.823828312,-0.349311086,-1.307591426,-0.14111482,0.042341525
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.146801468
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.079293341
1.933488787,2.925372624,-0.372062852,-0.329721023,-0.297065002,-0.220584862
3.260857758,2.925372624,0.659264801,-0.293050883,-0.241591869,-0.210636296
1.828057648,2.82265479,-0.826013689,-0.276753043,-0.346149237,-0.233375876
1.172277507,2.771295873,-0.938789515,-0.268604123,-0.254421291,-0.232665264
0.931991588,2.617219122,0.212276742,-0.244157363,-0.295611662,-0.234086487
1.096281287,2.411783454,-0.341624691,-0.223785063,-0.277527308,-0.210636296
0.965170591,2.206347787,-0.031826556,-0.207487223,-0.328233034,-0.236218323
0.214235008,2.052271036,-0.736755931,-0.174891542,-0.216988778,-0.228401593
1.38667958,2.052271036,-0.14664812,-0.142295862,-0.172267492,-0.234086487
1.286083419,1.949553202,0.025005537,-0.113774642,-0.203286375,-0.234797099
1.180477951,1.898194285,-0.336177745,-0.093402342,-0.173131454,-0.218453027
1.304028626,1.744117534,0.529353338,-0.056732202,-0.045539058,-0.220584862
1.083640528,1.538681867,-0.863198729,-0.036359902,0.244035857,-0.229112204
1.176631082,1.333246199,0.358131667,0.008459158,0.330573401,-0.233375876
1.030429341,1.076451614,-0.461594092,0.041054838,0.275838266,-0.233375876
1.152831905,1.025092697,0.816588759,0.081799438,0.118667334,-0.234086487
1.041078558,1.025092697,-0.066773921,0.098097278,0.129099144,-0.222716698
1.097432798,1.025092697,0.237940803,0.122544038,0.099209385,-0.225559145
1.094831999,0.922374863,-0.242292392,0.130692958,0.074544656,-0.18931794
1.207520056,0.871015947,-0.095673155,-1.307591426,-0.144680392,-0.182211822
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.199266506
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.176526927
0.797439489,0.254708943,-0.210095844,-1.307591426,0.447784442,-0.138153887
1.074446334,0.357426777,-0.222283457,-1.307591426,0.222892375,-0.130337156
0.867848718,0.922374863,-0.529130686,-1.307591426,0.005573888,-0.094806563
0.355829962,0.768298113,0.131357737,0.257001219,0.332474595,-0.12038859
0.782112195,0.768298113,0.006369575,-1.307591426,0.552012474,-0.155208571
1.600028261,0.716939196,-0.080575913,-1.307591426,0.164187819,-0.124652261
1.276516826,0.871015947,0.814101316,0.50554328,0.413249348,-0.09338534
0.807319687,0.665580279,4.002186456,0.57888356,-0.150115239,-0.04364251
0.726983128,0.665580279,-0.136052622,0.59110694,-0.101709189,-0.099780846
0.685202785,0.614221362,0.510635909,0.635926,0.189980981,-0.155208571
0.724705732,0.460144611,0.318921097,0.65222384,0.186900029,-0.098359623
0.732217771,0.81965703,0.240284628,0.6766706,0.197633846,-0.091964116
0.964135664,0.768298113,0.329069576,0.6970429,0.130921795,-0.078462491
0.237645632,0.768298113,0.45140878,0.72963858,-0.272102058,0.102032921
0.149046024,0.151991109,0.048010596,0.758159801,-0.058658482,0.00610032
0.136074414,0.460144611,-0.035310073,0.786681021,-0.235722176,0.41541275
0.077658507,0.100632193,0.117401355,0.815202241,-0.516265794,0.507081679
0.035654221,0.049273276,0.244130879,0.831500081,-0.51970999,0.834673745
0.070028802,1.949553202,-0.251845771,0.839649001,-0.725117332,0.949082254
0.089322418,0.203350026,-0.831283689,-1.307591426,-0.616913118,0.758638277
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.922079004
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.849596594
-0.972207346,-0.926546146,-0.366304153,-1.307591426,0.459734138,-0.239771382
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.23906077
0.259645424,0.357426777,-0.316599846,0.831500081,-0.477964281,3.638037521
0.355316797,0.511503528,-0.163225785,0.847797921,-0.476470607,2.378122698
0.273835626,0.511503528,-0.061291338,0.884468061,-0.479298984,4.313829396
0.288242031,0.562862445,0.06111755,0.900765901,-0.468185713,3.953549185
0.291608898,0.408785694,0.103026564,0.925212661,-0.519372214,2.729164956
0.301633996,0.357426777,0.116855632,0.933361581,-0.587693123,3.245069164
0.278982258,0.151991109,0.225228195,-1.307591426,-0.640629964,2.943769736
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,3.171165531
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,3.109342299
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.512766574
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.757927665
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.738741145
-0.548795241,-0.772469395,0.48841399,-1.307591426,0.196076084,1.369053862
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,1.354131013
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.734477473
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.17368448
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.210636296
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.187186105
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236928935
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.209215072
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.235507711
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.233375876
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.239771382
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.234086487
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.237639547
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.238350159
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.226980369
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.219163638
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.210636296
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.226980369
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.229822816
0.8041254,0.254708943,0.695332063,-0.146370322,-0.465368722,-0.154497959
1.074446334,-0.002085641,-0.168666779,-0.085253422,-0.563707351,-0.142417558
1.007805779,-0.002085641,-0.676509844,-0.011913142,-0.521340945,-0.23124404
1.032293639,-0.104803475,0.103944329,0.045129298,-0.512907289,-0.226980369
1.089752722,-0.156162392,0.389001686,0.089948358,-0.480362183,-0.221295474
0.733211233,-0.104803475,1.213800613,0.155139719,-0.523084144,-0.236928935
0.791296276,-0.412956977,-0.177101571,0.204033239,-0.495401865,-0.237639547
0.214235008,-0.002085641,0.554102674,0.273299059,-0.414348569,-0.23906077
1.03882595,-0.412956977,0.770752249,0.338490419,-0.398044572,-0.238350159
0.972923118,-0.207521309,0.687085101,0.419979619,-0.389130009,-0.233375876
0.739801181,0.203350026,0.444030366,0.47702206,-0.308584027,-0.226269757
0.616786587,0.100632193,0.895757612,0.5136922,-0.277385873,-0.231954652
0.675853579,0.203350026,0.230090823,0.54221342,-0.298159492,-0.229112204
0.605409375,-0.36159806,0.377267096,0.58295802,-0.285272306,-0.204240789
0.59683232,-0.207521309,0.455304098,0.62777708,-0.235448893,-0.212768132
0.630273916,-0.258880226,0.603808802,0.66852168,-0.229374011,-0.204951401
0.618409219,0.049273276,0.043333014,0.68074506,-0.201351961,-0.226980369
0.62398449,0.100632193,0.446059965,0.70111736,-0.167122479,-0.232665264
0.584196728,0.151991109,0.621216316,0.72148966,-0.131237336,-0.21987425
0.658269652,-0.772469395,0.223488825,-1.307591426,-0.155297476,-0.234797099
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.236218323
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.228401593
-0.933793716,-0.926546146,-0.322040458,-1.307591426,0.11100223,0.51489841
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.66057384
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.93202757
0.009903756,1.435964033,-0.160566197,0.208107699,0.111227401,-0.203530178
-0.01223324,1.281887282,0.227948582,0.224405539,0.134204329,-0.216321191
-0.033947393,1.333246199,0.288743684,0.232554459,0.158442759,-0.217031803
-0.024703307,1.179169448,-0.148882007,0.244777839,0.201188878,-0.179369374
-0.059505773,1.230528365,0.030843369,0.309969199,0.229570492,-0.197134671
-0.224349947,1.281887282,-0.512723814,0.326267039,0.251109575,-0.21205752
-0.131339721,0.81965703,0.303364658,0.354788259,0.205763816,-0.226980369
-0.2175539,0.922374863,0.187774224,0.383309479,0.23834193,-0.232665264
-0.153506504,0.871015947,0.150394578,0.411830699,0.291671391,-0.232665264
-0.255674727,0.768298113,-0.28331293,0.424054079,0.27656403,-0.21987425
-0.321154631,0.614221362,0.050750538,0.46479868,0.372688944,-0.22342731
-0.201818762,0.562862445,-0.12613222,0.50146882,0.4835101,-0.226269757
-0.125303586,0.562862445,-0.305897772,0.52184112,0.212271848,-0.224848533
-0.117432873,0.511503528,-0.076094071,0.54628788,0.201241155,-0.22342731
-0.273487504,0.460144611,-0.414244836,0.57888356,0.324802552,-0.217742415
-0.219711155,0.30606786,-0.06058018,0.62370262,0.446646909,-0.199266506
-0.220215697,0.357426777,-0.192488177,0.66037276,0.46144336,-0.197134671
-0.230031477,0.357426777,-0.104691913,0.69296844,0.41746472,-0.148102453
-0.147394827,0.357426777,0.226564426,0.70519182,0.423424956,-0.172973868
-0.117587405,0.460144611,0.273816201,-1.307591426,0.364569147,-0.198555895
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.201398342
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.187896717
2.156795531,1.076451614,-1.142448032,-0.170817082,-0.574575314,0.483631488
2.330904503,-0.002085641,-0.156542267,-0.142295862,-0.42611702,0.992429578
2.340130987,-0.104803475,-0.786194615,-0.117849102,-0.459440556,0.431046211
2.140961729,0.716939196,0.268965938,-0.077104502,0.041002996,0.112692099
1.609471497,0.81965703,-1.728369777,-0.060806662,-0.416597937,-0.081304938
1.658142631,0.511503528,2.651907532,0.004384698,-0.352520288,-0.236928935
1.658163351,-0.207521309,0.351231648,0.045129298,-0.193491041,-0.227690981
1.780174572,-0.207521309,-0.007942006,0.081799438,-0.198687371,-0.230533428
1.815116145,-0.36159806,-0.206685633,0.110320658,-0.169547101,-0.236928935
1.83873873,-0.515674811,0.044228438,0.146990799,-0.287644947,-0.239771382
1.942220197,-0.618392644,0.460302717,0.187735399,-0.321681715,-0.237639547
2.029604931,-0.669751561,0.148419489,0.220331079,-0.34444946,-0.230533428
2.083372661,-0.618392644,0.06587781,0.257001219,-0.310304809,-0.225559145
1.96382652,-0.567033728,0.16341568,0.289596899,-0.106485054,-0.231954652
2.050069488,-0.567033728,0.085279309,0.326267039,0.528950293,-0.234086487
1.818595924,-0.618392644,1.509124844,0.375160559,0.793203634,-0.229822816
1.663693419,-0.926546146,2.271252229,0.428128539,0.67069972,-0.233375876
1.897646172,-0.772469395,0.063896739,0.44850084,0.580896693,-0.229112204
2.259289394,-0.721110478,-3.36126223,0.403681779,0.225177723,-0.222716698
2.196220342,-0.926546146,0.313704363,-1.307591426,0.42081925,-0.224848533
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.222716698
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.202819566
1.381727942,1.6413997,0.124984027,-1.307591426,-0.113595102,-0.222716698
1.101240316,1.435964033,0.293923563,-1.307591426,-0.308121026,-0.221295474
0.879375771,1.230528365,0.305473827,-1.307591426,-0.425037216,-0.179369374
2.140961729,1.333246199,0.108059186,-1.307591426,-0.443379366,-0.167999585
3.144335583,1.076451614,-0.101874515,-1.307591426,-0.159175698,-0.193581612
3.282911439,0.97373378,-0.46277793,-1.307591426,-0.226841153,-0.161604078
1.478230592,1.025092697,-0.269880463,-1.307591426,-0.329483001,0.035235406
1.994291203,0.665580279,-0.060147559,-1.307591426,-0.287154983,-0.00171641
1.094364399,0.665580279,0.319531886,-1.307591426,-0.173070331,0.053000703
0.946125258,0.460144611,0.419933578,-1.307591426,-0.287644947,0.129746783
0.560311365,0.357426777,0.429510344,-1.307591426,-0.442386572,0.718133401
1.592726806,0.562862445,0.573948932,-1.307591426,-1.165805307,0.792747646
1.603952855,0.254708943,-0.61524535,-1.307591426,-0.270124249,0.251261411
0.953252551,0.357426777,-0.267606905,-1.307591426,-0.068096882,0.695393821
1.146205484,0.511503528,-0.359908799,-1.307591426,-0.035100696,0.753663994
0.136074414,0.203350026,-0.323722575,-1.307591426,0.111916127,1.288754722
0.218004125,-0.310239143,-0.061304739,-1.307591426,0.442851084,1.983022506
0.21641949,-0.258880226,-0.322507709,-1.307591426,0.433145047,1.851559312
0.114114944,-0.207521309,0.191581408,-1.307591426,0.432883337,1.433719541
0.12812325,1.48732295,-0.375151127,-1.307591426,0.469655855,1.650456157
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,1.914803768
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,1.246828622
-0.859320729,-0.721110478,-0.12782398,1.328584202,-0.183846038,-0.182211822
-0.872813637,-0.618392644,-0.403125055,1.304137442,-0.140677272,-0.178658763
-0.885347912,-0.669751561,-0.136951657,1.279690682,-0.183496198,-0.188607329
-0.900285448,-0.567033728,0.119490643,1.255243922,-0.087201134,-0.175105703
-0.887058108,-0.567033728,-0.069346119,1.218573782,-0.016412017,-0.166578361
-0.877149772,-0.567033728,0.066952802,1.190052562,0.088029501,-0.160893466
-0.896825102,-0.618392644,-0.024119718,1.181903642,-0.087957517,-0.175105703
-0.912575735,-0.567033728,0.207386485,1.173754722,-0.094771505,-0.177948151
-0.934524639,-0.515674811,0.317151538,1.173754722,-0.051187635,-0.17368448
-0.937550684,-0.310239143,0.373001967,1.185978102,0.098817255,-0.205662013
-0.918373617,-0.156162392,0.347352604,1.202275942,0.170489452,-0.107597577
-0.906717284,-0.258880226,0.047648795,1.226722702,0.363721995,-0.07419882
-0.916744908,-0.412956977,-0.61524535,1.259318382,-0.003435683,0.019601946
-0.936542111,-0.464315894,0.005235471,1.291914062,0.008574793,-0.02445599
-0.941682178,-0.464315894,0.023300507,1.316360822,0.095352724,-0.030851496
-0.94883879,-0.515674811,-0.137222586,1.348956502,0.111916127,0.512766574
-0.95293515,-0.515674811,-0.105464917,1.381552183,0.180363751,0.500686173
-0.947793406,-0.310239143,-0.212361702,1.401924483,0.180341062,0.529110647
-0.953368476,-0.36159806,-0.259689873,1.405998943,0.131442132,0.814776613
-0.947324081,-0.310239143,-0.391173142,-1.307591426,0.100882542,0.767165619
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.488605771
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.343640952
-0.669439345,2.052271036,-1.386291218,0.399607319,0.792209115,-0.202108954
-0.675389234,0.768298113,-6.959555075,0.391458399,-0.004215708,-0.086989833
-0.702359725,1.898194285,1.080721303,0.407756239,-0.026362732,0.038077854
-0.640107943,2.206347787,-0.220062139,0.407756239,-0.029833248,0.467287415
-0.649130996,2.514501288,-1.525484309,0.395532859,0.2477754,0.362827472
-0.798411471,0.151991109,-0.383073459,-1.307591426,-0.06453381,0.453075178
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.612252234
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.114113322
-0.559181052,-0.721110478,0.781455509,1.731955744,-0.193976029,-0.031562108
-0.551465636,-0.721110478,0.841031109,1.756402504,-0.012561959,-0.059275971
-0.640436358,-0.721110478,0.949510175,1.776774804,-0.086058153,-0.066382089
-0.62748938,-0.772469395,0.114240158,1.788998184,-0.133076708,-0.04008945
-0.607399274,-0.823828312,0.314314438,1.805296024,-0.112178163,-0.127494709
-0.595241489,-0.926546146,0.292254798,1.813444944,-0.12684464,-0.042221286
-0.628146139,-0.926546146,0.201188155,-1.307591426,-0.106490999,0.069344775
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.047315808
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.026587825
1.502612556,-0.310239143,0.810888343,0.248852299,-0.793841575,-0.061407806
1.477572294,1.076451614,-0.045336069,0.273299059,-0.7093178,-0.055722911
1.415652738,0.871015947,-0.211794323,0.297745819,-0.649568964,-0.088411057
1.24687172,0.716939196,0.228340527,0.318118119,-0.550875322,-0.075620043
1.286728529,0.97373378,0.248004895,0.334415959,-0.660533733,-0.074909431
1.231161788,0.768298113,0.237439233,0.358862719,-0.508952378,0.001126037
1.03052995,0.562862445,0.417462916,0.383309479,-0.496299829,-0.087700445
0.82716484,0.97373378,-0.101969396,0.415905159,-0.374398487,0.154618198
0.659178681,0.511503528,0.396280793,0.44442638,-0.168383748,-0.008822529
0.564254711,0.460144611,0.75507788,0.48517098,-0.207001776,-0.111861248
0.39139605,1.281887282,0.960771322,0.50146882,-0.232082945,-0.153787348
0.342976533,0.562862445,0.457879256,0.55036234,-0.250349551,-0.023034766
0.368429693,1.538681867,-0.16274645,0.57073464,-0.412767418,-0.003137634
0.277404214,0.460144611,-0.131833752,0.57888356,-0.391543177,-0.046484957
0.322946979,1.127810531,0.856052996,0.59925586,-0.472855948,-0.015928647
1.161876309,1.281887282,1.545817716,0.64000046,-0.649429373,0.281817721
1.22240486,0.049273276,0.025610884,0.66852168,-0.670315407,0.493580054
1.121260438,0.151991109,-0.211860674,0.68074506,-0.760166497,0.72950319
1.089735215,0.511503528,0.092419996,0.68889398,-0.767700889,0.724528907
1.07180412,-0.156162392,0.064536705,-1.307591426,-0.699199984,0.774271737
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.343640952
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,0.095637414
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,21.18304427
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,11.11864854
1.502481077,1.6413997,-0.131460545,-1.307591426,-0.287753736,-0.236928935
0.78260351,1.6413997,-0.09385126,-1.307591426,-0.382241346,-0.236928935
0.802759936,1.6413997,0.059687053,-1.307591426,-0.425037216,-0.234797099
0.767140594,1.435964033,0.061994735,-1.307591426,-0.464876428,-0.228401593
0.733152192,1.230528365,0.195248556,-1.307591426,-0.363877779,-0.216321191
0.710550957,0.460144611,0.344420987,-1.307591426,-0.382168548,-0.22342731
0.714273996,0.049273276,0.295987388,-1.307591426,-0.298991508,-0.234797099
0.758585096,-0.156162392,0.413658851,-1.307591426,-0.207587501,-0.214189355
0.600467364,-0.36159806,0.450500479,-1.307591426,-0.347208671,-0.192160388
0.628164575,-0.618392644,-0.036962337,-1.307591426,-0.283574411,-0.229112204
0.507699384,-0.618392644,0.47042424,-1.307591426,-0.104757083,-0.236218323
0.620860749,-0.669751561,0.071534711,-1.307591426,-0.129288969,-0.222006086
0.705466118,-0.772469395,0.045122928,-1.307591426,-0.251048315,-0.234086487
0.683038913,-0.36159806,0.179063965,-1.307591426,-0.162146811,-0.236928935
0.645989595,-0.567033728,0.391276295,-1.307591426,0.025539702,-0.206372625
0.750043001,-0.156162392,0.018359224,-1.307591426,-0.024925456,-0.175816315
0.756535787,-0.002085641,0.30826399,-1.307591426,-0.144380214,-0.187186105
0.649429544,0.100632193,0.269074423,-1.307591426,-0.134239904,-0.195002835
0.655441346,-0.002085641,0.269273289,-1.307591426,-0.193313935,-0.18931794
0.658452119,-0.053444558,0.272015625,-1.307591426,-0.283789229,-0.207793849
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.207083237
-1.081747036,-0.977905063,-0.248732113,-1.307591426,-1.169658543,-0.22342731
